Region,Age,Year,Total_Population
01,17,1968,17725
01,17,1969,18325
01,17,1970,18404
01,17,1971,17493
01,17,1972,17830
01,17,1973,18242
01,17,1974,18218
01,17,1975,17944
01,17,1976,17795
01,17,1977,17805
01,17,1978,18614
01,17,1979,19096
01,17,1980,20029
01,17,1981,22013
01,17,1982,21175
01,17,1983,21025
01,17,1984,20668
01,17,1985,19091
01,17,1986,18461
01,17,1987,19457
01,17,1988,20787
01,17,1989,20403
01,17,1990,19787
01,17,1991,19830
01,17,1992,18451
01,17,1993,17932
01,17,1994,17515
01,17,1995,17187
01,17,1996,18126
01,17,1997,19108
01,17,1998,18401
01,17,1999,18380
01,17,2000,18176
01,17,2001,18834
01,17,2002,19625
01,17,2003,20578
01,17,2004,21264
01,17,2005,22837
01,17,2006,23808
01,17,2007,25625
01,17,2008,25458
01,17,2009,26096
01,17,2010,25633
01,17,2011,25478
01,17,2012,23855
01,17,2013,22930
01,17,2014,22298
01,17,2015,22691
01,17,2016,22822
01,17,2017,24203
01,17,2018,24662
01,17,2019,26004
01,17,2020,26846
01,17,2021,27808
01,17,2022,28052
01,17,2023,29114
01,18,1968,19053
01,18,1969,18711
01,18,1970,19214
01,18,1971,18798
01,18,1972,17801
01,18,1973,18160
01,18,1974,18599
01,18,1975,18694
01,18,1976,18386
01,18,1977,18361
01,18,1978,18248
01,18,1979,19035
01,18,1980,19673
01,18,1981,20589
01,18,1982,22475
01,18,1983,21576
01,18,1984,21374
01,18,1985,21174
01,18,1986,19552
01,18,1987,18885
01,18,1988,19823
01,18,1989,21095
01,18,1990,20719
01,18,1991,19955
01,18,1992,20053
01,18,1993,18684
01,18,1994,18183
01,18,1995,17666
01,18,1996,17375
01,18,1997,18290
01,18,1998,19339
01,18,1999,18612
01,18,2000,18569
01,18,2001,18359
01,18,2002,19015
01,18,2003,19772
01,18,2004,20720
01,18,2005,21432
01,18,2006,23078
01,18,2007,24162
01,18,2008,25922
01,18,2009,25798
01,18,2010,26484
01,18,2011,25990
01,18,2012,25842
01,18,2013,24259
01,18,2014,23260
01,18,2015,22716
01,18,2016,23232
01,18,2017,23880
01,18,2018,24722
01,18,2019,24996
01,18,2020,26184
01,18,2021,27092
01,18,2022,28078
01,18,2023,28277
01,19,1968,21139
01,19,1969,20354
01,19,1970,20059
01,19,1971,19846
01,19,1972,19272
01,19,1973,18271
01,19,1974,18820
01,19,1975,19360
01,19,1976,19440
01,19,1977,19364
01,19,1978,19189
01,19,1979,19042
01,19,1980,19985
01,19,1981,20747
01,19,1982,21360
01,19,1983,23332
01,19,1984,22427
01,19,1985,22522
01,19,1986,22168
01,19,1987,20315
01,19,1988,19636
01,19,1989,20592
01,19,1990,21751
01,19,1991,21286
01,19,1992,20275
01,19,1993,20403
01,19,1994,19187
01,19,1995,18577
01,19,1996,18041
01,19,1997,17810
01,19,1998,18790
01,19,1999,19916
01,19,2000,19077
01,19,2001,19076
01,19,2002,18746
01,19,2003,19304
01,19,2004,20105
01,19,2005,21055
01,19,2006,21918
01,19,2007,23561
01,19,2008,24528
01,19,2009,26314
01,19,2010,26170
01,19,2011,26725
01,19,2012,26248
01,19,2013,26151
01,19,2014,24529
01,19,2015,23551
01,19,2016,23013
01,19,2017,23563
01,19,2018,24653
01,19,2019,24971
01,19,2020,24692
01,19,2021,25959
01,19,2022,26983
01,19,2023,27971
03,17,1968,2685
03,17,1969,2797
03,17,1970,2770
03,17,1971,2687
03,17,1972,2786
03,17,1973,2893
03,17,1974,2795
03,17,1975,2768
03,17,1976,2851
03,17,1977,2765
03,17,1978,2940
03,17,1979,3066
03,17,1980,3272
03,17,1981,3687
03,17,1982,3678
03,17,1983,3584
03,17,1984,3657
03,17,1985,3528
03,17,1986,3392
03,17,1987,3476
03,17,1988,3732
03,17,1989,3697
03,17,1990,3657
03,17,1991,3676
03,17,1992,3568
03,17,1993,3420
03,17,1994,3280
03,17,1995,3140
03,17,1996,3395
03,17,1997,3534
03,17,1998,3310
03,17,1999,3367
03,17,2000,3436
03,17,2001,3384
03,17,2002,3783
03,17,2003,3852
03,17,2004,3914
03,17,2005,4071
03,17,2006,4555
03,17,2007,4696
03,17,2008,4775
03,17,2009,4668
03,17,2010,4379
03,17,2011,4486
03,17,2012,4141
03,17,2013,3766
03,17,2014,3650
03,17,2015,3677
03,17,2016,3654
03,17,2017,3850
03,17,2018,4017
03,17,2019,4190
03,17,2020,4272
03,17,2021,4501
03,17,2022,4451
03,17,2023,4607
03,18,1968,2913
03,18,1969,2804
03,18,1970,2905
03,18,1971,2808
03,18,1972,2724
03,18,1973,2804
03,18,1974,2927
03,18,1975,2828
03,18,1976,2809
03,18,1977,2875
03,18,1978,2787
03,18,1979,2968
03,18,1980,3086
03,18,1981,3268
03,18,1982,3699
03,18,1983,3678
03,18,1984,3595
03,18,1985,3687
03,18,1986,3524
03,18,1987,3393
03,18,1988,3469
03,18,1989,3756
03,18,1990,3727
03,18,1991,3667
03,18,1992,3714
03,18,1993,3606
03,18,1994,3431
03,18,1995,3284
03,18,1996,3147
03,18,1997,3397
03,18,1998,3563
03,18,1999,3329
03,18,2000,3392
03,18,2001,3446
03,18,2002,3405
03,18,2003,3776
03,18,2004,3846
03,18,2005,3924
03,18,2006,4335
03,18,2007,4572
03,18,2008,4745
03,18,2009,4834
03,18,2010,4710
03,18,2011,4430
03,18,2012,4486
03,18,2013,4167
03,18,2014,3848
03,18,2015,3751
03,18,2016,3825
03,18,2017,3870
03,18,2018,3956
03,18,2019,4066
03,18,2020,4257
03,18,2021,4344
03,18,2022,4571
03,18,2023,4501
03,19,1968,3161
03,19,1969,3121
03,19,1970,3003
03,19,1971,3002
03,19,1972,2877
03,19,1973,2787
03,19,1974,2891
03,19,1975,2997
03,19,1976,2932
03,19,1977,2877
03,19,1978,2979
03,19,1979,2874
03,19,1980,3031
03,19,1981,3121
03,19,1982,3304
03,19,1983,3707
03,19,1984,3691
03,19,1985,3627
03,19,1986,3702
03,19,1987,3556
03,19,1988,3458
03,19,1989,3549
03,19,1990,3816
03,19,1991,3782
03,19,1992,3805
03,19,1993,3962
03,19,1994,3815
03,19,1995,3648
03,19,1996,3468
03,19,1997,3332
03,19,1998,3591
03,19,1999,3721
03,19,2000,3485
03,19,2001,3500
03,19,2002,3511
03,19,2003,3521
03,19,2004,3919
03,19,2005,4028
03,19,2006,4266
03,19,2007,4521
03,19,2008,4810
03,19,2009,4987
03,19,2010,5044
03,19,2011,4957
03,19,2012,4659
03,19,2013,4685
03,19,2014,4402
03,19,2015,4086
03,19,2016,4027
03,19,2017,4116
03,19,2018,4273
03,19,2019,4372
03,19,2020,4412
03,19,2021,4645
03,19,2022,4746
03,19,2023,4911
04,17,1968,3397
04,17,1969,3558
04,17,1970,3520
04,17,1971,3331
04,17,1972,3444
04,17,1973,3461
04,17,1974,3436
04,17,1975,3451
04,17,1976,3490
04,17,1977,3365
04,17,1978,3476
04,17,1979,3559
04,17,1980,3587
04,17,1981,4058
04,17,1982,4097
04,17,1983,4027
04,17,1984,4068
04,17,1985,3771
04,17,1986,3485
04,17,1987,3360
04,17,1988,3632
04,17,1989,3596
04,17,1990,3574
04,17,1991,3632
04,17,1992,3326
04,17,1993,3127
04,17,1994,3098
04,17,1995,3115
04,17,1996,3105
04,17,1997,3118
04,17,1998,3040
04,17,1999,2978
04,17,2000,3057
04,17,2001,3147
04,17,2002,3257
04,17,2003,3373
04,17,2004,3394
04,17,2005,3614
04,17,2006,3890
04,17,2007,4064
04,17,2008,4024
04,17,2009,3903
04,17,2010,3859
04,17,2011,3601
04,17,2012,3435
04,17,2013,3231
04,17,2014,3139
04,17,2015,3119
04,17,2016,3239
04,17,2017,3345
04,17,2018,3423
04,17,2019,3495
04,17,2020,3602
04,17,2021,3642
04,17,2022,3676
04,17,2023,3842
04,18,1968,3551
04,18,1969,3559
04,18,1970,3706
04,18,1971,3512
04,18,1972,3306
04,18,1973,3442
04,18,1974,3473
04,18,1975,3434
04,18,1976,3422
04,18,1977,3446
04,18,1978,3351
04,18,1979,3454
04,18,1980,3540
04,18,1981,3533
04,18,1982,3999
04,18,1983,4049
04,18,1984,4006
04,18,1985,4016
04,18,1986,3764
04,18,1987,3468
04,18,1988,3354
04,18,1989,3631
04,18,1990,3609
04,18,1991,3550
04,18,1992,3643
04,18,1993,3346
04,18,1994,3147
04,18,1995,3075
04,18,1996,3115
04,18,1997,3094
04,18,1998,3128
04,18,1999,3051
04,18,2000,2990
04,18,2001,3070
04,18,2002,3152
04,18,2003,3278
04,18,2004,3397
04,18,2005,3399
04,18,2006,3642
04,18,2007,3912
04,18,2008,4093
04,18,2009,4063
04,18,2010,3943
04,18,2011,3900
04,18,2012,3624
04,18,2013,3481
04,18,2014,3281
04,18,2015,3192
04,18,2016,3206
04,18,2017,3400
04,18,2018,3466
04,18,2019,3457
04,18,2020,3506
04,18,2021,3616
04,18,2022,3621
04,18,2023,3673
04,19,1968,3705
04,19,1969,3721
04,19,1970,3679
04,19,1971,3638
04,19,1972,3489
04,19,1973,3307
04,19,1974,3452
04,19,1975,3437
04,19,1976,3420
04,19,1977,3391
04,19,1978,3394
04,19,1979,3300
04,19,1980,3431
04,19,1981,3453
04,19,1982,3456
04,19,1983,3929
04,19,1984,3930
04,19,1985,3914
04,19,1986,3947
04,19,1987,3700
04,19,1988,3389
04,19,1989,3349
04,19,1990,3627
04,19,1991,3564
04,19,1992,3513
04,19,1993,3588
04,19,1994,3283
04,19,1995,3059
04,19,1996,2939
04,19,1997,3030
04,19,1998,2973
04,19,1999,3048
04,19,2000,2959
04,19,2001,2920
04,19,2002,3000
04,19,2003,3114
04,19,2004,3199
04,19,2005,3305
04,19,2006,3271
04,19,2007,3495
04,19,2008,3797
04,19,2009,3915
04,19,2010,3894
04,19,2011,3825
04,19,2012,3778
04,19,2013,3480
04,19,2014,3390
04,19,2015,3170
04,19,2016,3105
04,19,2017,3135
04,19,2018,3384
04,19,2019,3388
04,19,2020,3334
04,19,2021,3311
04,19,2022,3420
04,19,2023,3463
05,17,1968,5232
05,17,1969,5320
05,17,1970,5308
05,17,1971,5115
05,17,1972,5225
05,17,1973,5163
05,17,1974,5072
05,17,1975,5174
05,17,1976,5059
05,17,1977,4973
05,17,1978,5048
05,17,1979,5132
05,17,1980,5374
05,17,1981,5877
05,17,1982,6007
05,17,1983,6048
05,17,1984,5895
05,17,1985,5403
05,17,1986,5254
05,17,1987,5450
05,17,1988,5556
05,17,1989,5446
05,17,1990,5484
05,17,1991,5561
05,17,1992,5155
05,17,1993,4998
05,17,1994,4962
05,17,1995,4719
05,17,1996,4882
05,17,1997,5041
05,17,1998,4761
05,17,1999,4614
05,17,2000,4631
05,17,2001,4574
05,17,2002,5035
05,17,2003,5262
05,17,2004,5313
05,17,2005,5681
05,17,2006,5651
05,17,2007,6245
05,17,2008,6199
05,17,2009,6120
05,17,2010,5960
05,17,2011,5718
05,17,2012,5363
05,17,2013,5022
05,17,2014,4732
05,17,2015,4692
05,17,2016,4763
05,17,2017,4978
05,17,2018,4860
05,17,2019,5074
05,17,2020,5165
05,17,2021,5315
05,17,2022,5429
05,17,2023,5538
05,18,1968,5679
05,18,1969,5384
05,18,1970,5400
05,18,1971,5321
05,18,1972,5121
05,18,1973,5208
05,18,1974,5177
05,18,1975,5096
05,18,1976,5214
05,18,1977,5109
05,18,1978,4938
05,18,1979,5075
05,18,1980,5144
05,18,1981,5376
05,18,1982,5888
05,18,1983,5993
05,18,1984,6066
05,18,1985,5902
05,18,1986,5416
05,18,1987,5274
05,18,1988,5455
05,18,1989,5599
05,18,1990,5469
05,18,1991,5482
05,18,1992,5581
05,18,1993,5193
05,18,1994,5069
05,18,1995,4987
05,18,1996,4715
05,18,1997,4889
05,18,1998,5042
05,18,1999,4771
05,18,2000,4637
05,18,2001,4646
05,18,2002,4591
05,18,2003,5076
05,18,2004,5280
05,18,2005,5337
05,18,2006,5727
05,18,2007,5705
05,18,2008,6287
05,18,2009,6286
05,18,2010,6159
05,18,2011,6022
05,18,2012,5778
05,18,2013,5447
05,18,2014,5091
05,18,2015,4826
05,18,2016,4867
05,18,2017,4992
05,18,2018,5105
05,18,2019,4931
05,18,2020,5104
05,18,2021,5230
05,18,2022,5350
05,18,2023,5480
05,19,1968,5842
05,19,1969,5873
05,19,1970,5449
05,19,1971,5392
05,19,1972,5319
05,19,1973,5137
05,19,1974,5215
05,19,1975,5161
05,19,1976,5134
05,19,1977,5224
05,19,1978,5161
05,19,1979,4980
05,19,1980,5094
05,19,1981,5134
05,19,1982,5383
05,19,1983,5899
05,19,1984,6039
05,19,1985,6081
05,19,1986,5925
05,19,1987,5435
05,19,1988,5281
05,19,1989,5477
05,19,1990,5648
05,19,1991,5585
05,19,1992,5599
05,19,1993,5839
05,19,1994,5516
05,19,1995,5357
05,19,1996,5221
05,19,1997,4919
05,19,1998,5112
05,19,1999,5240
05,19,2000,4974
05,19,2001,4855
05,19,2002,4869
05,19,2003,4853
05,19,2004,5332
05,19,2005,5486
05,19,2006,5545
05,19,2007,6052
05,19,2008,6026
05,19,2009,6574
05,19,2010,6592
05,19,2011,6481
05,19,2012,6356
05,19,2013,6072
05,19,2014,5759
05,19,2015,5376
05,19,2016,5148
05,19,2017,5150
05,19,2018,5393
05,19,2019,5445
05,19,2020,5261
05,19,2021,5431
05,19,2022,5568
05,19,2023,5574
06,17,1968,4385
06,17,1969,4489
06,17,1970,4537
06,17,1971,4371
06,17,1972,4517
06,17,1973,4455
06,17,1974,4454
06,17,1975,4287
06,17,1976,4239
06,17,1977,4164
06,17,1978,4223
06,17,1979,4326
06,17,1980,4555
06,17,1981,4772
06,17,1982,4956
06,17,1983,4945
06,17,1984,4987
06,17,1985,4764
06,17,1986,4529
06,17,1987,4569
06,17,1988,4743
06,17,1989,4600
06,17,1990,4651
06,17,1991,4585
06,17,1992,4313
06,17,1993,4253
06,17,1994,4246
06,17,1995,4071
06,17,1996,4137
06,17,1997,4204
06,17,1998,3910
06,17,1999,4040
06,17,2000,4132
06,17,2001,4159
06,17,2002,4391
06,17,2003,4447
06,17,2004,4461
06,17,2005,4794
06,17,2006,4794
06,17,2007,5207
06,17,2008,5241
06,17,2009,5079
06,17,2010,4846
06,17,2011,4627
06,17,2012,4289
06,17,2013,4084
06,17,2014,3899
06,17,2015,4029
06,17,2016,3845
06,17,2017,4022
06,17,2018,4072
06,17,2019,4308
06,17,2020,4312
06,17,2021,4363
06,17,2022,4361
06,17,2023,4452
06,18,1968,4481
06,18,1969,4492
06,18,1970,4558
06,18,1971,4504
06,18,1972,4375
06,18,1973,4529
06,18,1974,4472
06,18,1975,4394
06,18,1976,4298
06,18,1977,4254
06,18,1978,4157
06,18,1979,4240
06,18,1980,4355
06,18,1981,4536
06,18,1982,4739
06,18,1983,4938
06,18,1984,4928
06,18,1985,4983
06,18,1986,4785
06,18,1987,4555
06,18,1988,4614
06,18,1989,4782
06,18,1990,4610
06,18,1991,4658
06,18,1992,4606
06,18,1993,4349
06,18,1994,4271
06,18,1995,4267
06,18,1996,4084
06,18,1997,4146
06,18,1998,4224
06,18,1999,3910
06,18,2000,4057
06,18,2001,4151
06,18,2002,4185
06,18,2003,4428
06,18,2004,4471
06,18,2005,4474
06,18,2006,4827
06,18,2007,4839
06,18,2008,5242
06,18,2009,5263
06,18,2010,5108
06,18,2011,4870
06,18,2012,4658
06,18,2013,4355
06,18,2014,4176
06,18,2015,3980
06,18,2016,4156
06,18,2017,4060
06,18,2018,4106
06,18,2019,4118
06,18,2020,4353
06,18,2021,4359
06,18,2022,4394
06,18,2023,4396
06,19,1968,4731
06,19,1969,4586
06,19,1970,4503
06,19,1971,4475
06,19,1972,4498
06,19,1973,4351
06,19,1974,4518
06,19,1975,4409
06,19,1976,4368
06,19,1977,4251
06,19,1978,4205
06,19,1979,4159
06,19,1980,4215
06,19,1981,4306
06,19,1982,4457
06,19,1983,4703
06,19,1984,4909
06,19,1985,4902
06,19,1986,4974
06,19,1987,4841
06,19,1988,4575
06,19,1989,4625
06,19,1990,4771
06,19,1991,4554
06,19,1992,4594
06,19,1993,4455
06,19,1994,4258
06,19,1995,4188
06,19,1996,4141
06,19,1997,3970
06,19,1998,4062
06,19,1999,4115
06,19,2000,3853
06,19,2001,4014
06,19,2002,4074
06,19,2003,4135
06,19,2004,4380
06,19,2005,4408
06,19,2006,4510
06,19,2007,4912
06,19,2008,4920
06,19,2009,5263
06,19,2010,5226
06,19,2011,5151
06,19,2012,4903
06,19,2013,4710
06,19,2014,4311
06,19,2015,4210
06,19,2016,4037
06,19,2017,4213
06,19,2018,4212
06,19,2019,4135
06,19,2020,4104
06,19,2021,4313
06,19,2022,4377
06,19,2023,4390
07,17,1968,2305
07,17,1969,2394
07,17,1970,2384
07,17,1971,2310
07,17,1972,2279
07,17,1973,2353
07,17,1974,2231
07,17,1975,2192
07,17,1976,2187
07,17,1977,2134
07,17,1978,2157
07,17,1979,2286
07,17,1980,2394
07,17,1981,2591
07,17,1982,2573
07,17,1983,2638
07,17,1984,2650
07,17,1985,2525
07,17,1986,2457
07,17,1987,2430
07,17,1988,2512
07,17,1989,2474
07,17,1990,2457
07,17,1991,2590
07,17,1992,2476
07,17,1993,2402
07,17,1994,2299
07,17,1995,2230
07,17,1996,2304
07,17,1997,2273
07,17,1998,2223
07,17,1999,2200
07,17,2000,2196
07,17,2001,2164
07,17,2002,2216
07,17,2003,2273
07,17,2004,2370
07,17,2005,2445
07,17,2006,2428
07,17,2007,2667
07,17,2008,2642
07,17,2009,2671
07,17,2010,2500
07,17,2011,2421
07,17,2012,2313
07,17,2013,2107
07,17,2014,2111
07,17,2015,2114
07,17,2016,2174
07,17,2017,2134
07,17,2018,2259
07,17,2019,2323
07,17,2020,2322
07,17,2021,2437
07,17,2022,2361
07,17,2023,2507
07,18,1968,2415
07,18,1969,2355
07,18,1970,2416
07,18,1971,2376
07,18,1972,2307
07,18,1973,2270
07,18,1974,2329
07,18,1975,2219
07,18,1976,2182
07,18,1977,2198
07,18,1978,2128
07,18,1979,2161
07,18,1980,2281
07,18,1981,2380
07,18,1982,2586
07,18,1983,2566
07,18,1984,2638
07,18,1985,2635
07,18,1986,2516
07,18,1987,2451
07,18,1988,2430
07,18,1989,2508
07,18,1990,2457
07,18,1991,2471
07,18,1992,2588
07,18,1993,2479
07,18,1994,2413
07,18,1995,2297
07,18,1996,2228
07,18,1997,2302
07,18,1998,2273
07,18,1999,2220
07,18,2000,2198
07,18,2001,2190
07,18,2002,2159
07,18,2003,2228
07,18,2004,2284
07,18,2005,2381
07,18,2006,2485
07,18,2007,2465
07,18,2008,2693
07,18,2009,2680
07,18,2010,2685
07,18,2011,2509
07,18,2012,2441
07,18,2013,2344
07,18,2014,2128
07,18,2015,2171
07,18,2016,2197
07,18,2017,2270
07,18,2018,2169
07,18,2019,2279
07,18,2020,2340
07,18,2021,2336
07,18,2022,2451
07,18,2023,2376
07,19,1968,2474
07,19,1969,2467
07,19,1970,2362
07,19,1971,2390
07,19,1972,2357
07,19,1973,2322
07,19,1974,2258
07,19,1975,2321
07,19,1976,2228
07,19,1977,2178
07,19,1978,2197
07,19,1979,2104
07,19,1980,2167
07,19,1981,2307
07,19,1982,2367
07,19,1983,2562
07,19,1984,2543
07,19,1985,2587
07,19,1986,2612
07,19,1987,2515
07,19,1988,2479
07,19,1989,2425
07,19,1990,2529
07,19,1991,2448
07,19,1992,2465
07,19,1993,2603
07,19,1994,2521
07,19,1995,2368
07,19,1996,2266
07,19,1997,2239
07,19,1998,2236
07,19,1999,2274
07,19,2000,2194
07,19,2001,2186
07,19,2002,2220
07,19,2003,2187
07,19,2004,2263
07,19,2005,2305
07,19,2006,2461
07,19,2007,2553
07,19,2008,2533
07,19,2009,2743
07,19,2010,2750
07,19,2011,2782
07,19,2012,2536
07,19,2013,2437
07,19,2014,2425
07,19,2015,2143
07,19,2016,2225
07,19,2017,2220
07,19,2018,2370
07,19,2019,2210
07,19,2020,2338
07,19,2021,2400
07,19,2022,2404
07,19,2023,2532
08,17,1968,3453
08,17,1969,3369
08,17,1970,3316
08,17,1971,3297
08,17,1972,3289
08,17,1973,3361
08,17,1974,3081
08,17,1975,3093
08,17,1976,3167
08,17,1977,3016
08,17,1978,3039
08,17,1979,3294
08,17,1980,3419
08,17,1981,3610
08,17,1982,3712
08,17,1983,3750
08,17,1984,3532
08,17,1985,3331
08,17,1986,3127
08,17,1987,3191
08,17,1988,3255
08,17,1989,3262
08,17,1990,3316
08,17,1991,3238
08,17,1992,3048
08,17,1993,2935
08,17,1994,2946
08,17,1995,2781
08,17,1996,2947
08,17,1997,2780
08,17,1998,2870
08,17,1999,2888
08,17,2000,2747
08,17,2001,2904
08,17,2002,3013
08,17,2003,3029
08,17,2004,3174
08,17,2005,3274
08,17,2006,3374
08,17,2007,3619
08,17,2008,3513
08,17,2009,3450
08,17,2010,3250
08,17,2011,3102
08,17,2012,2857
08,17,2013,2615
08,17,2014,2403
08,17,2015,2425
08,17,2016,2530
08,17,2017,2691
08,17,2018,2618
08,17,2019,2685
08,17,2020,2661
08,17,2021,2704
08,17,2022,2676
08,17,2023,2715
08,18,1968,3445
08,18,1969,3487
08,18,1970,3360
08,18,1971,3270
08,18,1972,3258
08,18,1973,3285
08,18,1974,3327
08,18,1975,3073
08,18,1976,3077
08,18,1977,3148
08,18,1978,3007
08,18,1979,3018
08,18,1980,3291
08,18,1981,3387
08,18,1982,3604
08,18,1983,3674
08,18,1984,3722
08,18,1985,3500
08,18,1986,3293
08,18,1987,3107
08,18,1988,3186
08,18,1989,3275
08,18,1990,3272
08,18,1991,3316
08,18,1992,3255
08,18,1993,3064
08,18,1994,2933
08,18,1995,2934
08,18,1996,2776
08,18,1997,2940
08,18,1998,2785
08,18,1999,2861
08,18,2000,2882
08,18,2001,2738
08,18,2002,2917
08,18,2003,3036
08,18,2004,3034
08,18,2005,3182
08,18,2006,3283
08,18,2007,3392
08,18,2008,3623
08,18,2009,3516
08,18,2010,3454
08,18,2011,3278
08,18,2012,3098
08,18,2013,2883
08,18,2014,2652
08,18,2015,2471
08,18,2016,2580
08,18,2017,2621
08,18,2018,2719
08,18,2019,2613
08,18,2020,2700
08,18,2021,2666
08,18,2022,2721
08,18,2023,2674
08,19,1968,3571
08,19,1969,3508
08,19,1970,3463
08,19,1971,3314
08,19,1972,3187
08,19,1973,3220
08,19,1974,3255
08,19,1975,3319
08,19,1976,3052
08,19,1977,3036
08,19,1978,3117
08,19,1979,2981
08,19,1980,2981
08,19,1981,3210
08,19,1982,3344
08,19,1983,3554
08,19,1984,3637
08,19,1985,3658
08,19,1986,3432
08,19,1987,3238
08,19,1988,3034
08,19,1989,3172
08,19,1990,3228
08,19,1991,3216
08,19,1992,3260
08,19,1993,3146
08,19,1994,3015
08,19,1995,2816
08,19,1996,2876
08,19,1997,2679
08,19,1998,2811
08,19,1999,2659
08,19,2000,2746
08,19,2001,2771
08,19,2002,2629
08,19,2003,2891
08,19,2004,2976
08,19,2005,2979
08,19,2006,3098
08,19,2007,3174
08,19,2008,3281
08,19,2009,3551
08,19,2010,3405
08,19,2011,3365
08,19,2012,3232
08,19,2013,3016
08,19,2014,2802
08,19,2015,2611
08,19,2016,2510
08,19,2017,2522
08,19,2018,2602
